AssimLight,BlackScr,CO2air,EnScr,GHtime,HumDef,PipeGrow,PipeLow,RHair,Tair,VentLee,Ventwind
0,0,491.9999984,0,43326.31597,2.909999971,0,0,83.80000013,20.99999998,2.21E-06,1.61E-07
0,0,464.0000009,0,43326.31944,3.349999985,0,0,81.50000008,21.39999999,9.599999678,1.599999946
0,0,482,0,43326.32292,3.77,0,0,79.7,21.7,17.6,1.6
0,0,531.0000048,0,43326.32639,3.990000019,0,0,78.89999987,21.60000001,23.6,1.6
0,0,602.9999903,0,43326.32986,4.279999961,0,0,76.90000027,21.69999999,23.6,1.6
0,0,715.9999924,0,43326.33333,4.779999966,0,0,75.30000011,21.99999998,30.29999955,1.6
0,0,660.0000019,0,43326.33681,4.929999995,0,0,74.20000004,22.1,38.09999974,1.6
0,0,713.999998,0,43326.34028,4.899999998,0,0,74.5,21.79999999,38.10000024,1.6
0,0,655.0000051,0,43326.34375,4.830000005,0,0,74.49999996,21.59999999,45.2,1.6
0,0,705.9999949,0,43326.34722,4.879999995,0,0,74.10000004,21.50000001,45.2,1.6
0,0,639.0000022,0,43326.35069,4.770000004,0,0,74.2,21.20000001,21.60000079,1.6
0,0,671,0,43326.35417,5.22,0,0,72.4,21.7,21.6,1.6
0,0,738.9999938,0,43326.35764,5.950000046,0,0,69.39999982,22.40000003,36.80000076,1.6
0,0,646.0000125,0,43326.36111,6.639999907,0,0,66.70000036,22.79999995,48.09999848,1.6
0,0,662.9999989,0,43326.36458,6.719999995,0,0,66.30000003,22.60000001,55.5999995,1.6
0,0,666.9999999,0,43326.36806,6.839999996,0,0,65.80000002,22.6,63.49999974,1.6
0,0,678.9999997,0,43326.37153,7.500000014,0,0,63.49999997,23.20000001,63.50000057,1.6
0,0,670.0000011,0,43326.375,7.920000026,0,0,62.69999985,23.40000002,80.60000094,1.6
0,0,680.9999989,0,43326.37847,8.179999974,0,0,61.20000015,23.59999998,89.89999906,1.6
0,0,651.000001,0,43326.38194,8.279999997,0,0,60.80000001,23.5,89.9,1.6
0,0,649,0,43326.38542,7.91,0,0,61.4,23.1,99.5,1.6
0,0,665.9999954,0,43326.38889,8.23000007,0,0,60.29999983,23.30000005,100,1.6
0,0,597.0000093,0,43326.39236,9.269999861,0,0,57.70000035,24.09999989,100,1.6
0,0,593.0000003,0,43326.39583,9.789999965,0,0,56.10000011,24.49999997,100,4.399999812
0,0,616.9999992,0,43326.39931,9.390000013,0,0,56.99999997,24.00000002,100,2.200000074
0,0,603.9999997,0,43326.40278,8.940000013,0,0,57.59999996,23.50000001,100,2.2
0,0,594.999995,0,43326.40625,9.339999991,0,0,56.49999989,23.69999996,100,2.2
0,0,545.000005,0,43326.40972,9.250000009,0,0,55.40000011,23.30000004,100,2.2
0,0,558.9999995,0,43326.41319,9.879999979,0,0,53.90000005,23.79999998,100,2.2
0,0,547,0,43326.41667,10.7,0,0,51.9,24.6,100,7.1
0,0,532.0000023,0,43326.42014,10.74999998,0,0,52.10000003,24.59999999,100,7.1
0,0,565.9999954,0,43326.42361,10.51000003,0,0,52.49999995,24.50000001,100,7.1
0,0,562.0000003,0,43326.42708,10.79999998,0,0,52.5,24.79999998,100,10.39999978
0,0,578.9999994,0,43326.43056,11.05999999,0,0,51.80000002,24.99999999,100,10.4
0,0,549.0000001,0,43326.43403,10.15000001,0,0,53.99999997,24.20000001,100,8.7
0,0,550.9999988,0,43326.4375,10.36000007,0,0,53.09999981,24.40000005,100,8.7
0,0,539.0000012,0,43326.44097,11.03999993,0,0,51.20000019,24.89999995,100,8.7
0,0,515.0000008,0,43326.44444,11.19999999,0,0,49.90000004,24.9,100,12.09999989
0,0,487,0,43326.44792,11.97,0,0,49.1,25.3,100,16
0,0,522.9999994,0,43326.45139,10.98000005,0,0,50.69999993,24.80000003,100,16
0,0,514.0000012,0,43326.45486,11.7399999,0,0,49.70000013,25.29999993,100,16
0,0,500.0000009,0,43326.45833,12.49999995,0,0,49.60000001,25.89999996,100,20.69999968
0,0,527.9999991,0,43326.46181,12.52,0,0,47.60000007,26,100,20.7
0,0,516.9999996,0,43326.46528,13.43000001,0,0,46.1,26.30000001,100,25.40000019
0,0,504.9999971,0,43326.46875,13.57999986,0,0,46.20000023,26.4999999,100,31
0,0,476.0000029,0,43326.47222,12.23000014,0,0,48.49999977,25.5000001,100,31
0,0,525.9999983,0,43326.47569,12.63999999,0,0,48.10000001,25.99999998,100,27.10000013
0,0,482,0,43326.47917,14.32,0,0,44.9,27.2,100,34.3
0,0,441.0000022,0,43326.48264,12.79000001,0,0,48.69999996,26.20000001,100,34.3
0,0,473.9999956,0,43326.48611,12.97999997,0,0,48.10000008,26.39999997,100,34.3
0,0,521.9999968,0,43326.48958,13.44999997,0,0,47.10000007,26.79999997,100,40.69999957
0,0,500.0000007,0,43326.49306,13.58,0,0,46.80000001,26.8,100,40.7
0,0,470.000001,0,43326.49653,13.96000004,0,0,46.69999988,27.30000003,100,37.70000016
0,0,499.0000001,0,43326.5,15.16,0,0,43.20000007,28.09999999,100,42.6
0,0,499.9999999,0,43326.50347,15.13,0,0,43.89999993,28.00000001,100,42.6
0,0,498.0000001,0,43326.50694,15.88999997,0,0,42.50000005,28.39999999,100,52.19999968
0,0,491,0,43326.51042,15.86,0,0,43.5,28.4,100,57.9
0,0,466.9999991,0,43326.51389,16.47000001,0,0,42.70000009,29,100,62.60000062
0,0,454.0000017,0,43326.51736,16.63999998,0,0,44.09999981,29,100,71.79999877
0,0,467.9999991,0,43326.52083,16.46000001,0,0,41.90000015,28.80000001,100,73.09999991
0,0,468,0,43326.52431,16.92999998,0,0,41.10000003,28.99999999,100,73.1
0,0,456.0000007,0,43326.52778,17.04000002,0,0,41.59999997,29.00000002,100,63.6
0,0,477.9999989,0,43326.53125,17.62999998,0,0,40.8,29.49999998,100,63.6
0,0,467.0000011,0,43326.53472,17.41000002,0,0,40.8,29.30000002,100,63.6
0,0,439.0000009,0,43326.53819,17.16000001,0,0,40.9,29.00000001,100,63.6
0,0,455,0,43326.54167,17.23,0,0,41.3,29.2,100,63.6
0,0,450.0000008,0,43326.54514,17.47,0,0,40.10000003,29.29999999,100,67.9
0,0,461.9999984,0,43326.54861,17.43000001,0,0,40.59999993,29.20000001,100,67.9
0,0,450.0000008,0,43326.55208,17.38,0,0,39.80000005,29.2,100,67.9
0,0,461.9999996,0,43326.55556,16.90000002,0,0,40.89999996,29.00000001,100,67.9
0,0,465.9999994,0,43326.55903,16.87999999,0,0,41.00000003,28.7,100,67.90000017
0,0,449.0000006,0,43326.5625,16.44999998,0,0,41.90000012,28.59999998,100,72.9
0,0,454.9999994,0,43326.56597,16.25000002,0,0,43.09999988,28.40000002,100,72.9
0,0,446.0000003,0,43326.56944,14.40000006,0,0,44.79999994,27.20000004,100,56.90000054
0,0,452,0,43326.57292,14.06,0,0,45.8,27.2,100,55.5
0,0,501.0000005,0,43326.57639,13.62000001,0,0,45.70000007,27.10000001,100,55.5
0,0,508.9999989,0,43326.57986,13.82999997,0,0,46.69999987,27.19999999,100,55.5
0,0,551.9999971,0,43326.58333,13.00000006,0,0,48.59999987,26.60000004,100,46.5000006
0,0,495.0000019,0,43326.58681,12.40000002,0,0,49.79999996,26.00000002,100,37.40000031
0,0,536.9999986,0,43326.59028,11.85999998,0,0,50.30000005,25.79999998,100,32.19999986
0,0,496.0000018,0,43326.59375,11.29999994,0,0,51.70000013,25.29999996,100,28.09999898
0,0,513.9999982,0,43326.59722,10.70000006,0,0,52.99999987,24.90000004,100,18.00000102
0,0,514,0,43326.60069,10.82,0,0,53.39999999,25.09999999,100,14.80000011
0,0,548,0,43326.60417,11.1,0,0,52.5,25.4,100,14.8
0,0,540.0000016,0,43326.60764,11.42999998,0,0,52.7,25.69999999,100,19.2
0,0,563.9999968,0,43326.61111,11.08000005,0,0,52.7,25.60000001,100,19.2
0,0,553.0000007,0,43326.61458,11.26999999,0,0,52.79999999,25.89999998,100,19.2
0,0,555.9999999,0,43326.61806,11.73999998,0,0,52.30000002,26.39999998,100,23.09999987
0,0,571.9999995,0,43326.62153,11.89,0,0,52.29999999,26.4,100,23.10000011
0,0,555.9999966,0,43326.625,11.80999993,0,0,52.10000013,26.39999994,100,26.5
0,0,522.0000034,0,43326.62847,11.16000007,0,0,53.39999987,25.80000006,100,26.5
0,0,556.9999988,0,43326.63194,11.66999998,0,0,52.80000002,26.29999998,100,26.5
0,0,559,0,43326.63542,11.16,0,0,53.7,25.8,100,26.5
0,0,565.0000005,0,43326.63889,10.97,0,0,53.60000001,25.80000001,100,26.5
0,0,571.9999991,0,43326.64236,11.02999999,0,0,53.69999999,25.89999999,100,26.5
0,0,528.000003,0,43326.64583,11.03,0,0,53.60000001,25.70000001,100,26.5
0,0,544.9999994,0,43326.64931,11.21999999,0,0,53.40000001,25.89999999,100,26.5
0,0,532.0000001,0,43326.65278,10.75999999,0,0,54.20000004,25.49999999,100,26.5
0,0,535.9999984,0,43326.65625,10.42999998,0,0,55.40000009,25.29999999,100,26.49999964
0,0,520.0000016,0,43326.65972,10.23000002,0,0,56.29999991,25.20000001,100,22.90000036
0,0,553.9999989,0,43326.66319,9.900000011,0,0,56.79999998,24.90000001,100,21.90000003
0,0,590,0,43326.66667,9.69,0,0,57.6,24.8,100,17.7
0,0,594.9999998,0,43326.67014,9.57000001,0,0,58.29999995,24.80000001,100,15.4
0,0,592.0000004,0,43326.67361,9.71999998,0,0,57.60000009,24.99999997,100,15.4
0,0,590.0000001,0,43326.67708,9.340000025,0,0,58.39999995,24.70000002,100,13.60000012
0,0,601.9999996,0,43326.68056,9.310000001,0,0,59.29999997,24.7,100,13.6
0,0,603.0000014,0,43326.68403,9.160000007,0,0,59.59999998,24.70000001,100,13.6
0,0,644.9999947,0,43326.6875,9.369999981,0,0,59.10000006,24.89999999,100,13.6
0,0,592.0000053,0,43326.69097,9.180000019,0,0,59.69999994,24.80000001,100,13.6
0,0,682.9999969,0,43326.69444,8.960000007,0,0,60.09999999,24.8,100,13.6
0,0,646,0,43326.69792,8.76,0,0,61.2,24.5,100,13.6
0,0,617.0000017,0,43326.70139,8.790000013,0,0,60.99999996,24.70000001,100,13.59999993
0,0,641.9999966,0,43326.70486,8.979999975,0,0,60.40000008,24.79999999,100,12.60000013
0,0,635.0000005,0,43326.70833,8.800000012,0,0,60.49999999,24.8,100,12.6
0,0,608.0000009,0,43326.71181,8.630000006,0,0,61.49999997,24.50000001,100,12.6
0,0,589.000002,0,43326.71528,8.469999998,0,0,61.9,24.4,100,12.59999994
0,0,650.0000005,0,43326.71875,8.399999968,0,0,61.90000012,24.39999997,99.99999288,10.69999892
0,0,654.9999995,0,43326.72222,8.080000032,0,0,63.09999988,24.10000003,29.20000712,1.08E-06
0,0,699.9999985,0,43326.72569,7.800000009,0,0,64.69999995,24.1,35.39999979,1.599999946
0,0,712,0,43326.72917,7.47,0,0,65.8,24,53.6,1.6
0,0,671.999997,0,43326.73264,7.450000006,0,0,65.99999997,24.20000001,67.00000221,1.6
0,0,628.0000059,0,43326.73611,7.539999988,0,0,65.60000005,24.29999999,99.99999557,1.6
0,0,698.9999952,0,43326.73958,7.739999987,0,0,65.20000003,24.3,100,3.299999886
0,0,678.0000007,0,43326.74306,8.089999988,0,0,63.70000005,24.49999999,100,7.299999866
0,0,642.0000013,0,43326.74653,8.319999998,0,0,63.09999999,24.6,100,7.8
0,0,681.0000001,0,43326.75,8.270000023,0,0,62.79999991,24.50000001,100,7.8
0,0,681.9999999,0,43326.75347,8.499999977,0,0,61.90000009,24.59999999,100,7.8
0,0,683,0,43326.75694,8.78999999,0,0,61.00000003,24.7,100,7.8
0,0,624,0,43326.76042,8.58,0,0,61.8,24.5,100,10.4
0,0,623.0000042,0,43326.76389,8.489999998,0,0,61.50000003,24.29999999,100,10.39999988
0,0,685.9999916,0,43326.76736,8.460000004,0,0,61.99999993,24.20000001,100,8.600000241
0,0,686,0,43326.77083,8.280000012,0,0,62.29999998,24.00000001,100,2.100000436
0,0,683.0000001,0,43326.77431,8.120000005,0,0,62.49999999,23.80000001,100,2.1
0,0,704.9999996,0,43326.77778,7.930000003,0,0,63.39999998,23.7,100,2.1
0,0,693.9999978,0,43326.78125,8.029999987,0,0,62.70000007,23.79999999,100,2.1
0,0,672.0000022,0,43326.78472,7.900000013,0,0,63.39999993,23.70000001,100,2.1
0,0,682.9999996,0,43326.78819,7.690000007,0,0,63.89999998,23.50000001,100,2.1
0,0,712,0,43326.79167,7.54,0,0,63.7,23.4,100,2.1
0,0,621.0000042,0,43326.79514,7.690000011,0,0,62.99999998,23.40000001,100,2.1
0,0,683.9999916,0,43326.79861,7.859999977,0,0,62.70000004,23.49999999,100,2.1
0,0,687.9999997,0,43326.80208,7.959999993,0,0,62.30000003,23.5,100,2.1
0,0,719.9999989,0,43326.80556,7.979999999,0,0,61.60000002,23.4,100,2.1
0,0,601.0000023,0,43326.80903,7.790000004,0,0,62.3,23.2,100,2.1
0,0,669.000005,0,43326.8125,7.909999994,0,0,62.39999999,23.29999999,100,2.1
0,0,718.999995,0,43326.81597,7.850000006,0,0,62.30000001,23.20000001,100,2.1
0,0,674.0000015,0,43326.81944,7.830000001,0,0,62.10000001,23.2,100,2.1
0,0,706,0,43326.82292,7.89,0,0,62,23.2,100,2.1
0,0,687.9999994,0,43326.82639,7.76999999,0,0,62.70000001,23.19999999,100,2.1
0,0,679.0000012,0,43326.82986,7.62000002,0,0,62.79999999,23.10000001,100,2.1
0,0,699.9999986,0,43326.83333,7.530000006,0,0,62.70000001,22.90000001,100,2.1
0,0,641.000002,0,43326.83681,7.410000004,0,0,63.89999996,22.8,100,2.1
0,0,776.9999963,0,43326.84028,7.299999993,0,0,63.80000004,22.6,100,2.1
0,0,667.0000021,0,43326.84375,7.079999986,0,0,65.00000002,22.69999999,100,2.1
0,0,687.9999979,0,43326.84722,6.940000014,0,0,65.19999998,22.60000001,100,2.1
0,0,734.9999984,0,43326.85069,6.700000008,0,0,66.09999997,22.40000001,100,2.1
0,0,697,0,43326.85417,6.55,0,0,67.1,22.4,100,2.1
0,0,668.0000042,0,43326.85764,6.509999986,0,0,67.10000002,22.29999999,100,2.1
0,0,729.9999917,0,43326.86111,6.300000028,0,0,67.39999996,22.10000003,100,2.1
0,0,714.0000011,0,43326.86458,6.200000007,0,0,67.89999997,21.90000001,100,2.1
0,0,642.0000024,0,43326.86806,6.2,0,0,68.09999999,22,100,2.1
0,0,721.0000002,0,43326.87153,6.089999998,0,0,68.5,21.89999999,100,2.1
0,0,726.9999941,5.03E-07,43326.875,6.019999985,0,0,68.60000002,21.69999999,99.99999814,2.1
0,0,668.0000059,4.999999497,43326.87847,5.870000015,0,0,68.79999998,21.60000001,81.50000186,2.1
0,0,602.0000022,5,43326.88194,5.889999999,0,0,69.09999999,21.6,81.5,2.1
0,0,564,15,43326.88542,5.86,0,0,69,21.5,81.5,2.1
0,0,568.9999993,65.00000235,43326.88889,5.829999991,0,0,69.60000002,21.60000002,81.5,2.1
0,0,559.0000013,99.99999531,43326.89236,5.700000017,0,0,69.89999996,21.89999996,81.5,2.1
0,0,557.0000001,100,43326.89583,5.959999983,0,0,69.40000003,22.09999999,81.5,2.1
0,0,553.0000001,100,43326.89931,5.790000006,0,0,70.49999996,22.1,81.5,2.1
0,0,545,100,43326.90278,5.799999993,0,0,70.30000003,22.2,81.5,2.1
0,0,545.0000008,100,43326.90625,5.589999977,0,0,71.30000013,22.10000002,81.5,2.1
0,0,552.9999992,100,43326.90972,5.360000023,0,0,72.59999987,22.29999998,81.5,2.1
0,0,531.0000007,100,43326.91319,5.310000002,0,0,72.89999999,22.2,93.3999996,2.1
0,0,526,100,43326.91667,5.12,0,0,73.9,22.2,93.4,2.1
0,0,516.0000007,100,43326.92014,5.049999991,0,0,74.00000007,22.1,93.4,2.4
0,0,525.9999987,100,43326.92361,4.910000019,0,0,74.99999987,22.1,93.4,2.4
0,0,523.0000002,100,43326.92708,4.830000005,0,0,75.29999998,22.1,93.4,2.4
0,0,512.0000004,99.9,43326.93056,4.630000007,0,0,75.99999998,22,97.99999985,2.4
0,0,523.9999997,99.4,43326.93403,4.619999995,0,0,76.30000003,22.1,100,2.7
0,0,514.000001,99.4,43326.9375,4.469999991,0,0,77.10000002,22,100,2.70000004
0,0,523.999999,99.4,43326.94097,4.380000009,0,0,77.29999998,22,100,3.09999996
0,0,487.0000012,98.90000002,43326.94444,4.260000004,0,0,77.89999998,21.9,100,3.1
0,0,505,98.9,43326.94792,4.17,0,0,78.5,21.8,100,3.1
0,0,511.9999995,98.9,43326.95139,4.139999993,0,0,78.50000005,21.8,100,3.1
0,0,518.9999991,98.9,43326.95486,4.040000013,0,0,79.19999991,21.8,100,3.1
0,0,479.0000027,98.40000003,43326.95833,3.980000004,0,0,79.10000001,21.60000001,100,3.1
0,0,498.9999993,98.4,43326.96181,3.890000003,0,0,79.59999998,21.79999999,100,3.1
0,0,521.9999996,98.4,43326.96528,3.839999998,0,0,79.60000002,21.6,100,3.1
0,0,509.0000016,98.4,43326.96875,3.769999998,0,0,80.20000002,21.6,100,3.1
0,0,524.9999984,98.4,43326.97222,3.750000002,0,0,80.39999998,21.6,100,3.1
0,0,478.0000016,98.4,43326.97569,3.670000003,0,0,80.59999999,21.40000001,100,3.1
0,0,528,98.4,43326.97917,3.67,0,0,80.8,21.5,100,3.1
0,0,511.0000012,98.4,43326.98264,3.61,0,0,80.79999999,21.4,100,3.1
0,0,528.9999976,98.4,43326.98611,3.61,0,0,80.70000001,21.4,100,3.1
0,0,487.0000028,98.4,43326.98958,3.500000007,0,0,81.09999997,21.30000001,100,3.1
0,0,502.9999995,98.4,43326.99306,3.460000001,0,0,81.39999999,21.3,100,3.1
0,0,498,98.4,43326.99653,3.419999996,0,0,81.70000002,21.2,100,3.1
0,0,497.000001,98.4,43327,3.29,0,0,82.29999999,21.19999999,100,3.10000005
0,0,506.999999,98.4,43327.00347,3.29,0,0,82.20000001,21.10000001,100,3.59999995
0,0,486.0000007,98.4,43327.00694,3.240000002,0,0,82.59999999,21.1,100,3.6
0,0,516,98.4,43327.01042,3.16,0,0,82.9,21.1,100,3.6
0,0,498.9999987,98.4,43327.01389,3.119999998,0,0,82.90000001,21,100,3.6
0,0,479.0000027,98.4,43327.01736,3.090000004,0,0,83.09999997,21,100,3.6
0,0,487.9999994,98.4,43327.02083,3.030000004,0,0,83.39999998,20.90000001,100,3.6
0,0,490.9999999,98.4,43327.02431,3.000000001,0,0,83.5,20.9,100,3.6
0,0,481.9999991,98.4,43327.02778,2.959999999,0,0,83.60000001,20.8,100,3.6
0,0,456.0000029,98.4,43327.03125,2.94,0,0,83.80000001,20.80000001,100,3.6
0,0,484.9999971,98.4,43327.03472,2.94,0,0,83.89999999,20.89999999,100,3.6
0,0,494.9999997,98.4,43327.03819,2.959999999,0,0,83.70000001,20.9,100,3.6
0,0,499,98.4,43327.04167,2.98,0,0,83.6,20.8,100,3.6
0,0,488.9999991,98.4,43327.04514,2.959999997,0,0,83.80000001,20.9,100,3.6
0,0,476.0000017,98.4,43327.04861,2.910000007,0,0,83.89999999,20.9,100,3.6
0,0,516.9999973,98.4,43327.05208,2.91,0,0,83.99999999,20.9,100,3.6
0,0,487.000001,98.4,43327.05556,2.890000001,0,0,83.9,20.9,100,3.6
0,0,498.9999994,98.4,43327.05903,2.91,0,0,84,21,100,3.6
0,0,481.0000022,98.4,43327.0625,2.909999996,0,0,84.00000001,21,100,3.6
0,0,502.9999978,98.4,43327.06597,2.870000004,0,0,84.09999999,21,100,3.6
0,0,468.0000012,98.4,43327.06944,2.850000001,0,0,84.29999999,21,100,3.6
0,0,492,98.4,43327.07292,2.83,0,0,84.6,20.9,100,3.6
0,0,492.9999996,98.4,43327.07639,2.829999998,0,0,84.7,20.99999999,100,3.6
0,0,487.0000008,98.4,43327.07986,2.800000004,0,0,84.7,20.90000001,100,3.6
0,0,487,98.4,43327.08333,2.809999999,0,0,84.79999999,20.99999999,100,3.6
0,0,497.9999996,98.4,43327.08681,2.760000002,0,0,84.99999999,21,100,3.6
0,0,463.0000008,98.4,43327.09028,2.700000001,0,0,85.2,21,100,3.6
0,0,487.9999993,98.4,43327.09375,2.719999989,0,0,85.10000005,21.00000001,100,3.6
0,0,481.0000007,98.4,43327.09722,2.610000011,0,0,85.59999995,21.09999999,100,3.6
0,0,460.0000007,98.4,43327.10069,2.61,0,0,85.79999999,21.1,100,3.6
0,0,478,98.4,43327.10417,2.59,0,0,85.8,21,100,3.6
