GHtime,Current CO2_air,CO2_air',CO2_top'
43326.7361111111,1130.4056626215993,-0.0989180040838733,-132.47921658546758
43326.7395833334,1258.2062824302993,-0.11013662111112109,-171.9160235149257
43326.7430555555,1220.40610326735,-0.10684086718831581,-167.12010872074072
43326.7465277778,1155.6057803536503,-0.10114801997989495,-148.20168186623746
43326.75,1225.8061291810502,-0.10731275855312945,-169.5382003879653
43326.7534722222,1227.6061378189497,-0.11115158155943126,-184.25906472279246
43326.7569444445,1229.4061469396493,-0.11132058682995646,-184.85174488400844
43326.7604166666,1123.205616,-0.09827902813213861,-141.6827495621239
43326.7638888889,1121.4056146040982,-0.09811918657001661,-141.12249739160916
43326.7673611111,1234.8061587918012,-0.10809847113675924,-173.54896112988843
43326.7708333334,1234.8061739999998,-0.1080984968934694,-163.18704072800858
43326.7743055555,1229.40614718105,-0.1076272353609729,-161.63233856184405
43326.7777777778,1269.0063443361496,-0.11107521431942903,-173.0334828240294
43326.78125,1249.2062420169004,-0.10935354722149336,-167.33290961567806
43326.7847222222,1209.6060519830994,-0.10589606983412538,-155.93176740375907
43326.7881944445,1229.4061463361495,-0.10762727201141517,-161.63233831859188
43326.7916666666,1281.6064079999999,-0.1121685149675716,-176.6611199032498
43326.7951388889,1117.8055966040981,-0.09779940803660876,-129.50184254729848
43326.7986111111,1231.206140791801,-0.10778440607836288,-162.1505679723393
43326.8020833334,1238.4061915171997,-0.10841254985677953,-164.22350757649858
43326.8055555555,1296.0064780687992,-0.1134158089236453,-180.80699007649505
43326.8090277778,1081.805413103801,-0.09458879476521936,-119.13716471641607
43326.8125,1204.206030052499,-0.1054231064583793,-154.37706733980215
43326.8159722222,1294.2064619475009,-0.11326004446397245,-180.2887541850725
43326.8194444445,1213.206068715751,-0.1062112622252472,-156.968234721194
43326.8229166666,1270.8063539999998,-0.11123156595284366,-173.55171685631228
43326.8263888889,1238.4061909137,-0.10841258664228312,-164.22350740274726
43326.8298611111,1222.2061131726,-0.10699837627420562,-159.55940377059872
43326.8333333334,1260.0062974652994,-0.11029330704378697,-170.44231307961869
43326.8368055555,1153.80577256065,-0.10098926428299489,-139.8665170407352
43326.8402777778,1398.6069863614985,-0.11743553964429466,-192.81745961443093
43326.84375,1200.6060068020493,-0.09809965157360405,-127.78383222267531
43326.8472222222,1238.4061881979508,-0.09715464342187832,-123.16762996564957
43326.8506944445,1323.0066121635493,-0.10282089766956005,-141.43537307490877
43326.8541666666,1254.6062729999999,-0.09824596031738486,-126.66570921442954
43326.8576388889,1202.4060194833987,-0.09471798596848148,-115.39412478516907
43326.8611111111,1314.0065550332022,-0.10222183397775589,-139.49199355127075
43326.8645833334,1285.2064279312006,-0.1002990314854994,-133.27319110617526
43326.8680555555,1155.6057823452,-0.09152453752533041,-105.28856420499193
43326.8715277778,1297.8064893621006,-0.10114135806204864,-135.9939184334303
43326.875,1308.6065323180517,-0.1018620230609524,-138.32596581945887
43326.8784722222,1202.4060226819481,-0.0947180724984867,-94.53976754766856
43326.8819444445,1083.6054219831012,-0.08654730532376687,-73.52319668269794
43326.8854166666,1015.2050759999998,-0.08173490495346536,-61.42274797612493
43326.8888888889,1024.2051197930002,-0.08002986284761297,-56.01325556356189
43326.8923611111,1006.2050334139993,-0.07886971163821675,-53.18274150435135
43326.8958333334,1002.6050132413991,-0.07863684527429875,-52.61663833220995
43326.8993055555,995.4049772413991,-0.07817032012240498,-51.484432671209966
43326.9027777778,981.0049049999999,-0.07723381932120772,-49.22002131124994
43326.90625,981.0049064484007,-0.07517458854252838,-43.06751905581969
43326.9097222222,995.4049755515991,-0.07601631612344732,-45.0488783548028
43326.9131944445,955.804780327701,-0.07368999984995851,-45.21907744575407
43326.9166666666,946.8047339999999,-0.0731560816517637,-43.805015667765566
43326.9201388889,928.8046452069996,-0.07208210471667827,-41.10525712817192
43326.9236111111,946.8047315860006,-0.07132185169135499,-37.66477692112998
43326.9270833334,941.4047073621006,-0.06923733946918785,-30.779389320998952
43326.9305555555,921.6046086638504,-0.06831324593029427,-29.917418632478405
43326.9340277778,943.2047153965001,-0.069320844988972,-33.20731897889797
43326.9375,925.2046278104996,-0.06848203413671707,-31.035355297542065
43326.9409722222,943.2047141895004,-0.06932085670699795,-33.3363210300574
43326.9444444445,876.6043852329508,-0.06617269707314322,-25.268835883100774
43326.9479166666,909.0045449999999,-0.0677197346602683,-29.193558361132773
43326.9513888889,921.6046071551009,-0.06831326931397777,-30.719839327654967
43326.9548611111,934.2046693102,-0.06890252240072978,-32.246120294176926
43326.9583333334,862.2043158280004,-0.06547497349400695,-23.524514975883935
43326.9618055555,898.2044897930002,-0.06720746256972042,-27.885317298753634
43326.9652777778,939.60469721545,-0.06915381017288531,-32.90024086191834
43326.96875,916.2045838967995,-0.06805945429568289,-30.0657193228115
43326.9722222222,945.0047221032005,-0.06940432725811412,-33.55436106414156
43326.9756944445,860.4043048364505,-0.06538731396610714,-23.306474581946578
43326.9791666666,950.4047519999999,-0.06965412069780391,-34.20848187312496
43326.9826388889,919.8046011726,-0.0682287915246603,-30.50179954047781
43326.9861111111,952.2047566547998,-0.06973723126388734,-34.42652149947396
43326.9895833334,876.6043880694011,-0.06617276688639899,-25.26883605485989
43326.9930555555,905.4045260343995,-0.0659875314817277,-23.005982351021004
43326.9965277778,896.4044819396493,-0.0656191685560434,-22.133821827964113
43327,894.6044748104994,-0.06554521363280941,-21.959389897788927
43327.0034722222,912.6045611895006,-0.06628060355022015,-23.818369134294944
43327.0069444445,874.8043752673502,-0.06472536984348219,-20.13757604165821
43327.0104166666,928.8046439999998,-0.06693476226118285,-25.395852209499957
43327.0138888889,898.2044885860007,-0.06569305289062094,-22.416162076061795
43327.0173611111,862.2043158279985,-0.06419738311532759,-18.910645253751333
43327.0208333334,878.4043909136998,-0.0648753392583513,-20.488127565221497
43327.0243055555,883.8044188189496,-0.06509951608503307,-21.013955282495193
43327.0277777778,867.6043364308997,-0.06442430487218737,-19.43647225995884
43327.03125,820.8041092504499,-0.06242551910720481,-14.879300138262542
43327.0347222222,873.0043597495501,-0.06465026968402329,-19.96229953061242
43327.0381944445,891.0044543965001,-0.06539705460564126,-21.71505874685918
43327.0416666666,898.2044909999998,-0.06569307646320337,-22.416162311124964
43327.0451388889,880.2043994308998,-0.06495016330160572,-20.66340339458385
43327.0486111111,856.8042871381986,-0.06396955853108251,-18.38481746008207
43327.0520833334,930.6046480512999,-0.06700703612466247,-25.571127603995308
43327.0555555555,876.6043848104993,-0.0648004162764685,-20.312852478743647
43327.0590277778,898.2044899136998,-0.06720755601673288,-28.02020219627907
43327.0625,865.8043329830995,-0.06565009640433318,-24.076496155286616
43327.0659722222,905.4045230169004,-0.06754943843621632,-28.89658178596332
43327.0694444445,842.4042141122511,-0.06450467760871152,-21.228262936475545
43327.0729166666,885.6044279999999,-0.06660565388883204,-26.48653897062496
43327.0763888889,887.4044362758004,-0.0666919169678104,-26.705633727945063
43327.0798611111,876.6043844484005,-0.06617281339025322,-25.391064919578728
43327.0833333334,876.6043829999999,-0.06617280165117512,-25.39106474328121
43327.0868055555,896.4044813361494,-0.06712185302563935,-27.801107962634408
43327.0902777778,833.4041685087494,-0.06405922289071966,-20.132788635674327
43327.09375,878.4043907326495,-0.06625956698889014,-25.610159434489663
43327.0972222222,865.8043302673502,-0.06565008464364834,-24.07649582472901
43327.1006944445,828.0041412673502,-0.06379057745256514,-19.475504069885265
43327.1041666666,860.4043019999999,-0.06538736023124735,-23.41921113406247
43327.1076388889,882.0044075860008,-0.06643280073522233,-26.048348985858507
43327.1111111111,846.0042348279984,-0.0658531377134165,-25.99974340223261
43327.1145833334,860.4043010343996,-0.06665317800477691,-28.103053407190657
43327.1180555555,829.8041500259493,-0.06622215068429917,-28.360222395798235
43327.1215277778,856.8042833965001,-0.06794436218269341,-32.99708852587242
43327.125,838.8041901979508,-0.06679899780768468,-27.74714068606061
43327.1284722222,801.004008802049,-0.06435647920209553,-21.51672353298156
43327.1319444445,820.8041033361493,-0.06664771450544722,-28.15320101403963
43327.1354166666,810.00405,-0.06587707282955439,-26.16335868718748
43327.1388888889,892.8044636378993,-0.07168288972757059,-38.783336309513956
43327.1423611111,887.4044377241994,-0.07131095783138645,-37.72522180590529
43327.1458333334,826.2041351038008,-0.06703142711100495,-27.202212255254125
43327.1493055555,837.0041846378992,-0.06779572459458644,-29.05921327233276
43327.1527777778,828.0041397586008,-0.06715910860553055,-27.511711805617885
43327.15625,820.8041059915497,-0.06664773768355294,-26.273710999584498
43327.1597222222,840.6042010084502,-0.06804960612671167,-29.67821358714668
43327.1631944445,822.6041136034997,-0.06677574774959225,-26.58321105841173
43327.1666666666,801.0040049999999,-0.06523152815457532,-22.86920738471871
43327.1701388889,855.0042736723007,-0.06906063693160504,-32.154216081241614
43327.1736111111,835.2041786554003,-0.06766866164252335,-28.749713493679447
43327.1770833334,860.4043003102001,-0.06943800024408273,-33.082716911461944
43327.1805555555,860.4043019999999,-0.06943800036201972,-33.08271720201245
43327.1840277778,849.6042470343996,-0.06868231537186063,-31.22571525102101
43327.1875,820.8041065346988,-0.06664774922789814,-26.27371109297559
43327.1909722222,846.004227465301,-0.0684295721887814,-30.606714386236824
43327.1944444445,887.4044356119501,-0.07131099281275054,-37.72522142575221
43327.1979166666,865.8043289999999,-0.06981443280538767,-34.01121809449371
43327.2013888889,856.8042850863001,-0.06918653056904689,-32.46371679380747
43327.2048611111,873.0043628274,-0.0703148873877757,-35.249218910903714
43327.2083333334,862.2043117241994,-0.06956358961176703,-33.392217624027786
43327.2118055555,840.6042037241995,-0.06804962946838411,-0.08846064648253626
43327.2152777778,896.4044811550991,-0.07193040361584313,-38.7020686857261
43327.21875,871.2043545515994,-0.07018992632983678,-34.432025358356526
43327.2222222222,856.8042854484005,-0.06918655384834232,-31.992001149143395
43327.2256944445,846.0042303621005,-0.06842958398871243,-30.161982440028087
43327.2291666666,876.6043829999999,-0.07056450790246971,-35.34703486630463
43327.2326388889,838.8041919480995,-0.06792276753661625,-28.94196968095568
43327.2361111111,808.204045103799,-0.0657482650474442,-23.75691823637729
43327.2395833334,856.8042807410998,-0.06918656515749527,-31.992000351513354
43327.2430555555,858.6042929396493,-0.06931235298340842,-32.297003981000394
43327.2465277778,860.4043016982499,-0.06943803526704762,-32.60200702760421
43327.25,851.4042589915497,-0.06880856507058303,-31.076991978654043
43327.2534722222,871.2043540084502,-0.07018994965043993,-34.43202526632244
43327.2569444445,820.8041056897998,-0.06664777220144297,-20.78207481437975
43327.2604166666,914.404572,-0.07316227038296848,-33.51217681343121
43327.2638888889,835.2041729825008,-0.0676686959478626,-22.74055129518094
43327.2673611111,790.2039570349999,-0.06445272996995895,-16.62031098780857
43327.2708333334,855.0042706547998,-0.0690606832357456,-25.433457391571437
43327.2743055555,853.2042660603507,-0.06893469522544106,-21.59366001650538
43327.2777777778,847.8042453367517,-0.0685560510298156,-17.542994617705112
43327.28125,1036.8052129679966,-0.08132343010171,-42.078945725782624
43327.2847222222,1324.8065950320033,-0.09948397872640949,-69.63689351121927
43327.2881944445,1359.006793853349,-0.10157260438962877,-66.62277243312957
43327.2916666666,1330.2066509999997,-0.09981455156039286,-51.88285640795774
43327.2951388889,1234.8061795521996,-0.09392880053269051,-35.04013454787667
43327.2986111111,1317.606576895602,-0.09476907832643985,-26.272527323895574
43327.3020833334,1242.0062150694014,-0.09060028177130101,-16.143925272977068
43327.3055555555,1395.0069698702496,-0.09897630214851293,-11.2458893736741
43327.3090277778,1353.6067684828001,-0.09673299309654755,-0.3085230458172598
43327.3125,1368.006838370551,-0.09751505411616118,-0.31500307726674764
43327.3159722222,1351.806760629449,-0.0966350977836352,-0.3077130422832518
43327.3194444445,1303.206517629451,-0.09397977560571212,-0.28584293293325264
43327.3229166666,1315.8065789999998,-0.09467045320861289,-8.16236289539999
43327.3263888889,1285.2064269656005,-0.09299008289001193,-16.213241398193013
43327.3298611111,1299.6064960688007,-0.09378207504669982,-17.657348962783683
43327.3333333334,1359.0067910168987,-0.09702639298614442,-19.317958601366154
43327.3368055555,1355.4067771206994,-0.09683074377960106,-24.321310861876945
43327.3402777778,1261.806309241399,-0.09169815363533991,-21.009609925677832
43327.34375,1269.0063468104995,-0.09209632677697144,-34.75319200431711
43327.3472222222,1287.0064331895005,-0.09308916744384424,-35.79404699918283
43327.3506944445,1297.8064886378993,-0.09368317300555819,-40.98859299832847
43327.3541666666,1281.6064079999999,-0.08875482271957597,-38.22192748441175
43327.3576388889,1231.2061640868985,-0.08629386847228394,-35.08246448068414
43327.3611111111,1351.8067428262025,-0.09213619156990538,-51.93512086500867
43327.3645833334,1276.2063860694013,-0.08849250254266923,-46.4584149756191
43327.3680555555,1292.406461456849,-0.08927829775895946,-87.34665895646565
43327.3715277778,1153.8057683361494,-0.08564807789450855,-84.32980763980393
43327.375,1134.0056654737512,-0.08452144805689309,-80.89275845542473
43327.3784722222,1089.0054495262502,-0.08193789151818995,-73.08128346963791
43327.3819444445,1065.60532878455,-0.08058087303295199,-69.01931501038803
43327.3854166666,1094.405472,-0.08224970226459742,-74.01865987079994
