GHtime,Current VP_air,Next VP_air,Predicted VP_air,Predicted VP_top
43326.1215277778,2176.5799335872257,2176.5799354129963,2514.921245316157,2510.4623544261162
43326.125,2176.5799354129963,2194.7972444980096,2514.5494536072038,2510.1717614710815
43326.1284722222,2194.7972444980096,2197.195931771655,2525.3837023283045,2520.80896008835
43326.1319444445,2197.195931771655,2183.7318939385527,2528.357494998458,2523.866484950767
43326.1354166666,2183.7318939385527,2188.499868408477,2518.7134529396426,2514.5530164862284
43326.1388888889,2188.499868408477,2201.993301067853,2516.083797228611,2511.852420483019
43326.1423611111,2201.993301067853,2204.3919882366013,2525.8627807823846,2521.312891143376
43326.1458333334,2204.3919882366013,2204.3919883974454,2529.106811063081,2524.7686281135148
43326.1493055555,2204.3919883974454,2206.7906734579556,2525.831941522039,2520.510335529327
43326.1527777778,2206.7906734579556,2193.2678410736557,2524.899936214786,2519.5503417961886
43326.15625,2193.2678410736557,2193.2678410736557,2514.2852722149883,2509.2647325686694
43326.1597222222,2193.2678410736557,2206.7906734579556,2511.2337832953704,2506.0952086800726
43326.1631944445,2206.7906734579556,2206.790673912568,2522.960107248045,2517.9961999579123
43326.1666666666,2206.790673912568,2188.4998676659625,2526.218398586797,2521.353791569559
43326.1701388889,2188.4998676659625,2190.8838539701637,2516.549148860489,2511.994416906553
43326.1736111111,2190.8838539701637,2193.2678409137975,2513.356767843069,2508.5956888201977
43326.1770833334,2193.2678409137975,2193.2678410736557,2511.7855775693815,2506.8332405017836
43326.1805555555,2193.2678410736557,2193.2678415258324,2511.4033607446,2506.451859189909
43326.1840277778,2193.2678415258324,2206.7906725487437,2510.377683984677,2505.2008539623816
43326.1875,2206.7906725487437,2193.2678424301703,2521.224128800477,2515.891238569119
43326.1909722222,2193.2678424301703,2193.2678410736557,2512.2396367214374,2506.9395033035885
43326.1944444445,2193.2678410736557,2193.2678410736557,2509.524259314954,2504.0943001917085
43326.1979166666,2193.2678410736557,2182.1868789562654,2508.4695479392904,2502.9446371818517
43326.2013888889,2182.1868789562654,2193.2678395846933,2496.9486224724214,2491.52503051502
43326.2048611111,2193.2678395846933,2195.6518276975735,2504.2363855860863,2498.42555526713
43326.2083333334,2195.6518276975735,2198.0358145612795,2506.2988117830196,2500.5615231140096
43326.2118055555,2198.0358145612795,2184.5562450748457,2506.683657770067,2500.9181131577534
43326.2152777778,2184.5562450748457,2184.5562450748457,2496.8240377656657,2491.476357120914
43326.21875,2184.5562450748457,2184.5562450748457,2493.867509437156,2488.381083711776
43326.2222222222,2184.5562450748457,2198.035814188048,2493.6619877583607,2488.299911213068
43326.2256944445,2198.035814188048,2171.14900643517,2501.7410046884597,2495.5177579936694
43326.2291666666,2171.14900643517,2168.794181048581,2481.6958831774164,2475.795346704177
43326.2326388889,2168.794181048581,2168.794181048581,2476.8157532209393,2470.9073459225583
43326.2361111111,2168.794181048581,2155.4734089949866,2478.6261750573667,2473.4412500740436
43326.2395833334,2155.4734089949866,2142.224232762282,2467.7151198008055,2462.5740044756985
43326.2430555555,2142.224232762282,2139.8982563966333,2454.1491405144097,2449.1460913937485
43326.2465277778,2139.8982563966333,2153.1330447627524,2450.3724540410367,2445.2535325842914
43326.25,2153.1330447627524,2139.8982572817026,2457.876469719746,2452.0165810662243
43326.2534722222,2139.8982572817026,2153.1330456526052,2448.899264758276,2443.2113974371637
43326.2569444445,2153.1330456526052,2139.898255954093,2457.213388787264,2451.2830567312076
43326.2604166666,2139.898255954093,2139.898255954093,2449.639943677383,2444.1700504429623
43326.2638888889,2139.898255954093,2139.898255954093,2447.016807696822,2441.355102408943
43326.2673611111,2139.898255954093,2139.898255954093,2446.3850391511273,2440.7257066161537
43326.2708333334,2139.898255954093,2139.898255954093,2448.5135784511144,2443.405636501766
43326.2743055555,2139.898255954093,2124.422992044345,2448.8756940276,2443.726990383853
43326.2777777778,2124.422992044345,2137.57227826276,2438.5787912832357,2433.680972713973
43326.28125,2137.57227826276,2124.4229929236926,2446.4995968523185,2441.3594744294933
43326.2847222222,2124.4229929236926,2124.4229916046643,2437.905463496775,2432.9846511084493
43326.2881944445,2124.4229916046643,2135.246303223758,2435.667123596992,2430.709609121717
43326.2916666666,2135.246303223758,2141.4312360078166,2444.1047692498205,2438.5575308413368
43326.2951388889,2141.4312360078166,2140.5362765364266,2457.3068956103252,2451.6809980333637
43326.2986111111,2140.5362765364266,2158.816962389368,2471.4401119691674,2465.6626722966434
43326.3020833334,2158.816962389368,2134.8301092631186,2509.353387843472,2503.4447152403022
43326.3055555555,2134.8301092631186,2103.647195971411,2520.837036132599,2515.4777920607708
43326.3090277778,2103.647195971411,2079.2126869269123,2523.8154196149912,2518.498351079743
43326.3125,2079.2126869269123,2072.68732812644,2551.446007682253,2544.0115890106845
43326.3159722222,2072.68732812644,2065.682793712619,2581.543743789776,2573.956451034412
43326.3194444445,2065.682793712619,2057.3353827816013,2634.0152783089516,2625.5075327710797
43326.3229166666,2057.3353827816013,2024.3187444629189,2683.607074782692,2674.979398341897
43326.3263888889,2024.3187444629189,1985.0576080120418,2685.279253475033,2677.209319671726
43326.3298611111,1985.0576080120418,1979.5396140617945,2700.231562160949,2692.6436748588617
43326.3333333334,1979.5396140617945,1962.500994035293,2739.468401447746,2731.2905247348353
43326.3368055555,1962.500994035293,1934.8437224247741,2762.0671234268343,2753.974173388704
43326.3402777778,1934.8437224247741,1911.428979510247,2732.8103598860293,2725.579376161194
43326.34375,1911.428979510247,1889.6143843330785,2697.8945116704435,2690.008039762428
43326.3472222222,1889.6143843330785,1857.8296722895584,2676.5005058527063,2668.4928986790464
43326.3506944445,1857.8296722895584,1868.896884735106,2638.7264664351196,2631.7851793466752
43326.3541666666,1868.896884735106,1869.2336489123381,2685.4922734578718,2677.0389851746713
43326.3576388889,1869.2336489123381,1840.4862452507339,2780.7563387459986,2770.8964933152915
43326.3611111111,1840.4862452507339,1807.477855760304,2856.5046597958362,2846.6565558077596
43326.3645833334,1807.477855760304,1793.8467993179968,2853.5340747977802,2845.013166170623
43326.3680555555,1793.8467993179968,1794.9442207024279,2851.2111960210195,2842.2921641563817
43326.3715277778,1794.9442207024279,1793.7751966249668,2925.1639081587396,2914.76659992153
43326.375,1793.7751966249668,1772.0140534704083,2969.8872350299034,2959.402410511038
43326.3784722222,1772.0140534704083,1749.897788077125,3007.3683157740375,2996.6561543422013
43326.3819444445,1749.897788077125,1725.166373747444,3008.2039602696505,2998.9035128938212
43326.3854166666,1725.166373747444,1714.7750805005676,2956.7344403413595,2948.1949744866433
43326.3888888889,1714.7750805005676,1721.4520605876378,2965.340998250774,2955.2531958824734
43326.3923611111,1721.4520605876378,1714.1509358553117,3069.420100741414,3056.8504274040542
43326.3958333334,1714.1509358553117,1690.430288224798,3147.8995454848505,3134.322690701029
43326.3993055555,1690.430288224798,1657.7979034007108,3101.631474710345,3089.844701445004
43326.4027777778,1657.7979034007108,1645.768826116792,3025.2540043868744,3014.648581832475
43326.40625,1645.768826116792,1575.4318382671402,3034.5531500849997,3023.842114274811
43326.4097222222,1575.4318382671402,1579.471558864791,2987.0465767892915,2977.7296056123414
43326.4131944445,1579.471558864791,1595.2927706288372,3036.401280189246,3024.927903681522
43326.4166666666,1595.2927706288372,1601.4403344772154,3156.097112378024,3142.854302472364
43326.4201388889,1601.4403344772154,1604.1519444579064,3188.751019642137,3176.5509876813885
43326.4236111111,1604.1519444579064,1633.0524137923533,3183.1513951403276,3171.2659264462914
43326.4270833334,1633.0524137923533,1630.5364500518765,3219.503938233188,3206.0197326271827
43326.4305555555,1630.5364500518765,1620.7185816647689,3258.899780970856,3245.639693988266
43326.4340277778,1620.7185816647689,1612.8423165644322,3160.744622744258,3149.9460001899406
43326.4375,1612.8423165644322,1602.1077749135386,3165.8031473149713,3154.8580504496567
43326.4409722222,1602.1077749135386,1561.4292573917742,3233.337899074938,3220.597234375046
43326.4444444445,1561.4292573917742,1573.2852078282124,3254.2160021371037,3242.666829381348
43326.4479166666,1573.2852078282124,1577.062048263242,3311.9944044098675,3298.5869607725626
43326.4513888889,1577.062048263242,1592.5106869556773,3254.4371330944095,3242.0331276963084
43326.4548611111,1592.5106869556773,1646.6657079922784,3307.9959622657743,3293.5984328422505
43326.4583333334,1646.6657079922784,1589.6086669443953,3406.714910807013,3390.6085376270794
43326.4618055555,1589.6086669443953,1566.935411274918,3457.086084286271,3443.7621018441882
43326.4652777778,1566.935411274918,1588.8897413366112,3515.093879588181,3501.3271455211557
43326.46875,1588.8897413366112,1572.5631278638286,3561.410245082636,3547.7212293191365
43326.4722222222,1572.5631278638286,1606.3062338912443,3427.326242595549,3416.8429236594943
43326.4756944445,1606.3062338912443,1608.7673945840027,3464.7348020893996,3452.0569983314467
43326.4791666666,1608.7673945840027,1645.6043613072666,3656.5095698209448,3640.6264048277108
43326.4826388889,1645.6043613072666,1644.5497568804212,3555.3451680322896,3543.8428433763447
43326.4861111111,1644.5497568804212,1648.5824947646977,3556.053019813667,3542.681164121784
43326.4895833334,1648.5824947646977,1638.0819699131189,3613.10872689493,3597.678712638075
43326.4930555555,1638.0819699131189,1683.0549636292621,3627.852966527512,3612.7606499681806
43326.4965277778,1683.0549636292621,1631.070372910235,3707.7611114949354,3690.9060987473517
43326.5,1631.070372910235,1647.9125826103875,3857.903713837057,3839.327582195809
43326.5034722222,1647.9125826103875,1632.767895365133,3880.6816066190313,3863.4173073756774
43326.5069444445,1632.767895365133,1671.1859629423527,3953.0783593270776,3934.8411138323795
43326.5104166666,1671.1859629423527,1698.2660201459032,3982.963113624524,3967.9267638528486
43326.5138888889,1698.2660201459032,1753.9468619419504,4088.8270010586084,4071.2392233367536
43326.5173611111,1753.9468619419504,1647.3476875119786,4118.744269742902,4102.450504683795
43326.5208333334,1647.3476875119786,1634.6307562795157,4080.103549048512,4061.630929022336
43326.5243055555,1634.6307562795157,1654.5167753023688,4107.574312243007,4089.032059456151
43326.5277777778,1654.5167753023688,1670.0204366483417,4113.499378210581,4094.843659867564
43326.53125,1670.0204366483417,1650.949820084836,4201.530559797143,4181.1481770713735
43326.5347222222,1650.949820084836,1626.6763490820947,4189.204359307716,4170.058976763839
43326.5381944445,1626.6763490820947,1661.6020051064418,4139.180889430503,4122.166511841479
43326.5416666666,1661.6020051064418,1622.6246994781216,4161.091436134085,4143.183901533981
43326.5451388889,1622.6246994781216,1633.4392578192294,4183.215999918915,4164.89673705399
43326.5486111111,1633.4392578192294,1601.2532661591208,4171.365534667072,4153.471312480877
43326.5520833334,1601.2532661591208,1626.6763474345007,4171.346094402686,4154.122018209982
43326.5555555555,1626.6763474345007,1602.6880208611553,4139.2726541294105,4123.289225215251
43326.5590277778,1602.6880208611553,1628.4377735321466,4082.6454769521897,4068.086817503132
43326.5625,1628.4377735321466,1655.8187329870495,4048.6753289187077,4033.4703512502147
43326.5659722222,1655.8187329870495,1605.1843954333383,4008.784089219919,3994.5761816742156
43326.5694444445,1605.1843954333383,1641.0144024932588,3804.0012849760574,3792.9259592906506
43326.5729166666,1641.0144024932588,1627.8961702698862,3749.364496136207,3736.6803931794084
43326.5763888889,1627.8961702698862,1673.2614042872606,3713.417623283956,3699.2030374220776
43326.5798611111,1673.2614042872606,1681.2642342794288,3719.8750440885588,3705.2046273969745
43326.5833333334,1681.2642342794288,1663.0779736935124,3630.0938954435132,3617.425867607111
43326.5868055555,1663.0779736935124,1660.0849397922666,3516.630810695129,3504.9448606265078
43326.5902777778,1660.0849397922666,1656.5956264077531,3454.3496963342695,3441.6823307527216
43326.59375,1656.5956264077531,1658.4318750121047,3366.592155036854,3354.9586837441657
43326.5972222222,1658.4318750121047,1690.9043279983941,3287.0028665547306,3275.737702358326
43326.6006944445,1690.9043279983941,1692.2184913310987,3293.063222166834,3280.54801918792
43326.6041666666,1692.2184913310987,1729.0579857337216,3337.9067275648144,3324.846667426491
43326.6076388889,1729.0579857337216,1718.8747589848033,3394.751148756679,3381.6546160406124
43326.6111111111,1718.8747589848033,1752.902206901468,3394.492132136921,3381.8511178601916
43326.6145833334,1752.902206901468,1788.1486947887997,3437.024247125899,3423.333002140401
43326.6180555555,1788.1486947887997,1788.148695747015,3526.849309361161,3513.1685000809875
43326.6215277778,1788.148695747015,1781.3106494063732,3550.180443531627,3537.0268215789843
43326.625,1781.3106494063732,1762.396339730598,3560.990575047384,3549.1335828180067
43326.6284722222,1762.396339730598,1794.6678877806523,3475.6362286627864,3465.589135297838
43326.6319444445,1794.6678877806523,1772.2974407918414,3525.7859981301294,3513.547466407211
43326.6354166666,1772.2974407918414,1768.9970740392982,3466.909941404941,3456.7685327104987
43326.6388888889,1768.9970740392982,1782.781222277821,3454.6058369817365,3444.8509152733964
43326.6423611111,1782.781222277821,1758.5864925427825,3465.668792155281,3455.4967223846156
43326.6458333334,1758.5864925427825,1772.821552011204,3439.5800139608423,3430.0360205079965
43326.6493055555,1772.821552011204,1757.379823902539,3454.849000780127,3442.896888234136
43326.6527777778,1757.379823902539,1775.1527617959623,3400.669731573779,3389.8292951129197
43326.65625,1775.1527617959623,1793.3342562033458,3358.4306587157143,3347.8857575332704
43326.6597222222,1793.3342562033458,1777.3383120080991,3332.640831981575,3321.954054272507
43326.6631944445,1777.3383120080991,1791.6917932749607,3284.3669334381143,3274.4068563137753
43326.6666666666,1791.6917932749607,1813.465825470712,3260.8982030994034,3251.632606225927
43326.6701388889,1813.465825470712,1813.1061683659084,3254.043308189397,3244.46371227175
43326.6736111111,1813.1061683659084,1805.8046201883062,3280.870287916716,3270.953050220982
43326.6770833334,1805.8046201883062,1833.633799535536,3246.159799198673,3237.1117608500667
43326.6805555555,1833.633799535536,1842.9101942797333,3237.4629806753474,3228.303554371064
43326.6840277778,1842.9101942797333,1849.3079974016487,3238.4570721367613,3230.0455298979787
43326.6875,1849.3079974016487,1857.0138891380054,3265.686359691821,3256.616706464114
43326.6909722222,1857.0138891380054,1869.4561936075825,3260.0085896300857,3251.603805404101
43326.6944444445,1869.4561936075825,1869.9828385273292,3258.056196168227,3249.5014849961904
43326.6979166666,1869.9828385273292,1886.2000303445911,3217.3879134231943,3209.7943514622775
43326.7013888889,1886.2000303445911,1878.7879231197276,3234.243406361549,3225.9621680648006
43326.7048611111,1878.7879231197276,1881.8984979361276,3248.560405026372,3239.183961979289
43326.7083333334,1881.8984979361276,1879.1494211709394,3251.9253301632925,3242.5452875379037
43326.7118055555,1879.1494211709394,1880.1306865393854,3212.3955402969614,3203.95103910154
43326.7152777778,1880.1306865393854,1880.1306868223796,3189.073429622854,3180.7845709467433
43326.71875,1880.1306868223796,1882.5584930906105,3180.791034984304,3171.838087703439
43326.7222222222,1882.5584930906105,1930.2937308286753,3139.8973355450785,3132.001798516523
43326.7256944445,1930.2937308286753,1951.4089984656678,3128.511134894248,3120.2118433504006
43326.7291666666,1951.4089984656678,1980.878266781046,3112.515379433693,3104.4580796891732
43326.7326388889,1980.878266781046,1980.6623513939446,3133.0743413970877,3123.984530870336
43326.7361111111,1980.6623513939446,1968.585142709793,3151.3129779515566,3141.9652036147554
43326.7395833334,1968.585142709793,1946.3710271346438,3156.3956081097003,3147.228739373804
43326.7430555555,1946.3710271346438,1939.5563350778082,3184.7507158504245,3175.1122818803274
43326.7465277778,1939.5563350778082,1918.8712771343269,3205.96751084939,3196.2861756469183
43326.75,1918.8712771343269,1902.6709554373574,3198.814303461507,3189.7299880252226
43326.7534722222,1902.6709554373574,1886.2000313929377,3206.097714106398,3195.6284534424562
43326.7569444445,1886.2000313929377,1888.31600361093,3221.6994729784947,3211.026585640209
43326.7604166666,1888.31600361093,1856.8709546687335,3201.4096999238627,3192.051328471558
43326.7638888889,1856.8709546687335,1860.825037980179,3168.203044487192,3159.0051800999945
43326.7673611111,1860.825037980179,1847.610648368956,3146.158429121304,3137.0291303982176
43326.7708333334,1847.610648368956,1831.4837192048374,3113.9666531124435,3105.243202644588
43326.7743055555,1831.4837192048374,1846.7565312239842,3079.6534893294515,3071.333785822132
43326.7777777778,1846.7565312239842,1837.3444675214917,3056.665296150216,3048.159783403844
43326.78125,1837.3444675214917,1846.756530599125,3062.7141786397574,3053.6016558903825
43326.7847222222,1846.756530599125,1839.1195497802412,3050.645617159105,3041.6651498526135
43326.7881944445,1839.1195497802412,1822.384053617884,3021.446838339364,3012.84007843108
43326.7916666666,1822.384053617884,1802.3578553771815,3000.2601525149535,2991.557155971037
43326.7951388889,1802.3578553771815,1804.5820928980477,2993.7161167202707,2984.6552628308905
43326.7986111111,1804.5820928980477,1793.0696085221578,3003.5239224551956,2993.8705431636986
43326.8020833334,1793.0696085221578,1762.3054594701428,3006.732809845135,2997.2926382720902
43326.8055555555,1762.3054594701428,1761.0240154401743,2995.883390879559,2986.9770657111294
43326.8090277778,1761.0240154401743,1774.493613689267,2968.172139538861,2959.8208250206144
43326.8125,1774.493613689267,1761.0240163403641,2972.762705912098,2963.8141988848015
43326.8159722222,1761.0240163403641,1755.3706475552483,2961.9591387113232,2953.4437510892994
43326.8194444445,1755.3706475552483,1752.543963553522,2958.579854722838,2949.869597407079
43326.8229166666,1752.543963553522,1772.3307497131364,2957.152968605729,2948.293841173548
43326.8263888889,1772.3307497131364,1764.5024158910444,2957.0767466379907,2948.282924459753
43326.8298611111,1764.5024158910444,1740.5836975939703,2945.1620869868016,2936.7811346159733
43326.8333333334,1740.5836975939703,1763.2244492302389,2916.806272195577,2908.7807332980174
43326.8368055555,1763.2244492302389,1739.322581500022,2897.207549358006,2889.3207527218337
43326.8402777778,1739.322581500022,1782.778798031474,2869.222699641376,2862.1228955930424
43326.84375,1782.778798031474,1777.4895337503485,2876.9847642435097,2870.1887406671785
43326.8472222222,1777.4895337503485,1780.3507825436848,2868.6698306919266,2862.6094137160253
43326.8506944445,1780.3507825436848,1807.2849850939754,2841.852432246186,2836.1281879734584
43326.8541666666,1807.2849850939754,1796.3706359288312,2834.514579499248,2828.579553468911
43326.8576388889,1796.3706359288312,1782.649152230598,2820.5238061159794,2814.780133057643
43326.8611111111,1782.649152230598,1774.1903366535882,2792.3818828728777,2786.8871570961896
43326.8645833334,1774.1903366535882,1790.260924960397,2760.9743194106854,2755.6994138384975
43326.8680555555,1790.260924960397,1789.8680114598747,2763.618992470486,2757.7421535891694
43326.8715277778,1789.8680114598747,1770.8056112143731,2752.4928400283707,2746.851832465921
43326.875,1770.8056112143731,1765.1854226046241,2726.0874487931555,2720.8155189210406
43326.8784722222,1765.1854226046241,1772.8824512375616,2707.0155450780217,2701.276614951884
43326.8819444445,1772.8824512375616,1759.5599509882645,2701.716416082482,2695.8032197092944
43326.8854166666,1759.5599509882645,1785.710836627901,2688.7010851097502,2681.931749596102
43326.8888888889,1785.710836627901,1826.4492506268703,2699.9920183938657,2676.1227568387276
43326.8923611111,1826.4492506268703,1835.5467506874909,2749.26816085909,2499.125536790119
43326.8958333334,1835.5467506874909,1864.6404308152933,2786.636138264916,2317.9236419598246
43326.8993055555,1864.6404308152933,1870.665082469891,2796.0887585216537,2137.0168286382413
43326.9027777778,1870.665082469891,1885.799477912205,2811.0420806492234,1954.169646279684
43326.90625,1885.799477912205,1943.6141258040445,2803.2623223671694,1790.6214894879836
43326.9097222222,1943.6141258040445,1939.8504193976762,2826.7055327645976,1626.6418710730854
43326.9131944445,1939.8504193976762,1966.4601643912167,2819.7110721976064,1459.9759615665848
43326.9166666666,1966.4601643912167,1957.2112351425283,2818.083345109178,1295.6459799588283
43326.9201388889,1957.2112351425283,1983.6600302728723,2805.0429416102234,1132.1664881419301
43326.9236111111,1983.6600302728723,1991.5946734231509,2803.18543144757,993.2357050500974
43326.9270833334,1991.5946734231509,1997.941708131943,2804.088737251381,877.7990073056682
43326.9305555555,1997.941708131943,2018.0434747049192,2791.6168300352315,765.2686864586599
43326.9340277778,2018.0434747049192,2026.8592862284836,2799.2972996513136,685.1516410190281
43326.9375,2026.8592862284836,2032.117026508547,2788.5892956074617,606.9287764754572
43326.9409722222,2032.117026508547,2035.4849362793987,2785.896658059027,531.1717211935954
43326.9444444445,2035.4849362793987,2038.727949963738,2769.505120614906,510.94159513970595
43326.9479166666,2038.727949963738,2038.727951182783,2752.9623264379006,492.19224798420464
43326.9513888889,2038.727951182783,2056.907687206851,2748.914322854456,476.3506837981838
43326.9548611111,2056.907687206851,2029.4501018780234,2747.8685213266863,461.1873665023085
43326.9583333334,2029.4501018780234,2067.296111041298,2719.128682409844,515.1807146973011
43326.9618055555,2067.296111041298,2042.2784829915502,2736.8895349944028,566.4686941155314
43326.9652777778,2042.2784829915502,2057.6725419046816,2716.9377972867096,615.1902907608657
43326.96875,2057.6725419046816,2062.8038938434715,2712.221382854835,661.3784965738868
43326.9722222222,2062.8038938434715,2042.8715730824376,2711.2346109294863,704.4631463323103
43326.9756944445,2042.8715730824376,2060.4702034761126,2686.8141349142024,744.7830759925079
43326.9791666666,2060.4702034761126,2047.9407324759068,2693.088312970054,783.0339998237952
43326.9826388889,2047.9407324759068,2045.4061528711145,2682.627875744282,818.2506263147573
43326.9861111111,2045.4061528711145,2043.035354625537,2680.1516551341842,850.8612777608761
43326.9895833334,2043.035354625537,2050.592821613738,2667.6289653285835,881.9357553838015
43326.9930555555,2050.592821613738,2045.6156897168364,2665.775682948444,929.1073965345968
43326.9965277778,2045.6156897168364,2060.638569133203,2653.4677841830503,972.7559837385874
43327,2060.638569133203,2045.5906184073235,2650.5926430181953,1013.6836452458975
43327.0034722222,2045.5906184073235,2055.5448288126004,2638.087281705536,1051.773351678392
43327.0069444445,2055.5448288126004,2063.010488332102,2635.1247701715834,1087.286170602878
43327.0104166666,2063.010488332102,2050.4269626841565,2634.5460963311393,1120.6724670364215
43327.0138888889,2050.4269626841565,2055.373709487238,2622.5889947717346,1150.80421028926
43327.0173611111,2055.373709487238,2050.2019489334707,2619.818850060998,1180.306926077383
43327.0208333334,2050.2019489334707,2052.660224221209,2607.454051825346,1208.2299963676414
43327.0243055555,2052.660224221209,2042.5638154378578,2604.5472708758575,1235.2786044870677
43327.0277777778,2042.5638154378578,2047.450333086681,2592.118668785893,1259.5807077298336
43327.03125,2047.450333086681,2062.493325656569,2589.1354810677913,1282.5458109946244
43327.0347222222,2062.493325656569,2057.5767759039272,2600.3286348393167,1305.386574130813
43327.0381944445,2057.5767759039272,2042.563815274025,2603.2269706264387,1326.9406926897311
43327.0416666666,2042.563815274025,2060.0350516216563,2592.3516078802722,1348.1433087415987
43327.0451388889,2060.0350516216563,2062.4933268448663,2601.5089565810913,1368.3894546694578
43327.0486111111,2062.4933268448663,2064.951602727435,2604.0603231729397,1390.2326593155174
43327.0520833334,2064.951602727435,2062.493327256967,2604.8406545055022,1411.4999482766798
43327.0555555555,2062.493327256967,2077.634075242533,2605.2043863240224,1432.6621850320141
43327.0590277778,2077.634075242533,2077.6340754913126,2616.2312068457054,1436.972212867755
43327.0625,2077.6340754913126,2080.1074488928516,2619.0376943383476,1441.6316003643767
43327.0659722222,2080.1074488928516,2085.054196773976,2619.76581780633,1446.1325906053753
43327.0694444445,2085.054196773976,2079.7012571986475,2620.133019114945,1452.989833185991
43327.0729166666,2079.7012571986475,2094.947691676415,2608.4420000336095,1459.4995432567277
43327.0763888889,2094.947691676415,2082.1595346268114,2617.3864846384567,1465.8171949011346
43327.0798611111,2082.1595346268114,2097.421065408646,2607.8604928795135,1472.2828590610634
43327.0833333334,2097.421065408646,2102.3678140676634,2617.3898377136065,1479.2787137073742
43327.0868055555,2102.3678140676634,2107.3145619487877,2619.7865429219223,1485.6933023451145
43327.0902777778,2107.3145619487877,2104.8411906723154,2620.4695569306673,1492.6245588259965
43327.09375,2104.8411906723154,2130.201418442019,2620.457791429854,1495.7596523532386
43327.0972222222,2130.201418442019,2135.178526960927,2632.44120331977,1500.1183574686515
43327.1006944445,2135.178526960927,2122.1548054263017,2635.4475294061886,1504.229840492678
43327.1041666666,2122.1548054263017,2124.6281805718168,2624.3338799084413,1508.1088850203396
43327.1076388889,2124.6281805718168,2143.264416057823,2621.4273730241075,1509.3142944613267
43327.1111111111,2143.264416057823,2117.20805936599,2643.3148026780896,1490.925738762969
43327.1145833334,2117.20805936599,2122.15480526045,2624.876846787713,1473.9484353850075
43327.1180555555,2122.15480526045,2135.1785266899683,2619.096977884001,1440.3016853088257
43327.1215277778,2135.1785266899683,2122.1548054263017,2629.3932561277115,1408.7921416030308
43327.125,2122.1548054263017,2122.1548054263017,2619.9039897527855,1378.607625424368
43327.1284722222,2122.1548054263017,2114.7346839777865,2617.384701851969,1349.9644466761736
43327.1319444445,2114.7346839777865,2114.734683729007,2615.610944991972,1306.8094747450148
43327.1354166666,2114.734683729007,2104.8411878009097,2614.9280533625224,1265.4933496664687
43327.1388888889,2104.8411878009097,2099.894440997828,2614.6169878250207,1227.3590353466639
43327.1423611111,2099.894440997828,2104.8411878009097,2614.314959042724,1190.6572113128695
43327.1458333334,2104.8411878009097,2097.4210666840986,2614.1756614443157,1157.7522705515685
