GHtime,Current CO2_air,Next CO2_air,Predicted CO2_air,Predicted CO2_top
43328.2152777778,907.2045349136997,874.8043730947502,1020.4419100023033,746.5208880392508
43328.21875,874.8043730947502,865.8043299052498,1023.4962634677411,746.8303483473588
43328.2222222222,865.8043299052498,880.2044005171997,1026.5491030056742,747.1364972552708
43328.2256944445,880.2044005171997,901.8045089999999,1029.6004297240352,747.4394342588496
43328.2291666666,901.8045089999999,885.6044258273998,1032.6502446790637,747.7392557732043
43328.2326388889,885.6044258273998,853.2042703452001,1035.69857911477,748.3133108293899
43328.2361111111,853.2042703452001,891.0044524652992,1038.7454655873269,748.8912250441027
43328.2395833334,891.0044524652992,882.0044103017498,1041.7908793175548,749.222004217172
43328.2430555555,882.0044103017498,876.6043810687991,1044.8347943326273,749.5504434041184
43328.2465277778,876.6043810687991,819.0041000693996,1047.8772407224299,750.1420213170845
43328.25,819.0041000693996,869.4043419306004,1050.9288445614673,750.7415043565634
43328.2534722222,869.4043419306004,918.0045883705491,1053.9791126731548,751.3449369467385
43328.2569444445,918.0045883705491,878.4043919999999,1057.0280474744322,751.9523004387321
43328.2604166666,878.4043919999999,891.0044578967994,1059.9773622534856,752.5437968116009
43328.2638888889,891.0044578967994,934.2046652064009,1062.925432710799,753.1389404212686
43328.2673611111,934.2046652064009,898.204493414001,1065.872261063347,753.7377145790181
43328.2708333334,898.204493414001,867.6043390259493,1068.8178494546594,754.34010266542
43328.2743055555,867.6043390259493,873.0043753198511,1071.7622000788472,754.9460881300394
43328.2777777778,873.0043753198511,1180.805920294497,1074.7053149946669,755.555654491082
43328.28125,1180.805920294497,1342.806697705503,1077.6471963116392,756.1687853350411
43328.2847222222,1342.806697705503,1357.2067855171997,1080.5878461902034,756.785464316537
43328.2881944445,1357.2067855171997,1301.406507,1083.5272665935174,757.4056751579026
43328.2916666666,1301.406507,1287.0064417591993,1086.3041124459835,759.5609638258884
43328.2951388889,1287.0064417591993,1387.806925481601,1088.8561172879959,763.8398963694924
43328.2986111111,1387.806925481601,1389.6069478793004,1091.1411573685218,770.6388784788932
43328.3020833334,1389.6069478793004,1369.8068496638502,1093.1334366653923,780.1986817019866
43328.3055555555,1369.8068496638502,1423.8071154996987,1094.8232751218152,792.6067078187076
43328.3090277778,1423.8071154996987,1319.4066013452,1095.3285470103401,816.2315974488376
43328.3125,1319.4066013452,1362.6068086547998,1088.9026185433236,905.5994573712829
43328.3159722222,1362.6068086547998,1310.4065537501506,1083.527259753253,984.8412158907003
43328.3194444445,1310.4065537501506,1391.406957,1081.9803655429419,1027.6093766837773
43328.3229166666,1391.406957,1290.6064538448989,1082.4381185986108,1051.2739631006777
43328.3263888889,1290.6064538448989,1303.2065143102,1083.9452939344728,1064.9325337624482
43328.3298611111,1303.2065143102,1312.2065603965,1086.001592421891,1073.3499387784004
43328.3333333334,1312.2065603965,1249.2062481122512,1087.7259526246783,1060.217221753164
43328.3368055555,1249.2062481122512,1231.2061539480994,1088.6826386334449,1050.553944130356
43328.3402777778,1231.2061539480994,1170.0058650271483,1088.697234515296,1031.6435056000491
43328.34375,1170.0058650271483,1319.4065819728517,1087.723296811843,1017.1290290019919
43328.3472222222,1319.4065819728517,1269.0063466897998,1086.0088627225273,1004.8496541116988
43328.3506944445,1269.0063466897998,1042.205211,1082.7436255111145,966.4587949047364
43328.3541666666,1042.205211,1123.2056275871978,1077.2358082845933,924.5703820097197
43328.3576388889,1123.2056275871978,1296.0064568256023,1070.5281321368707,909.6042007226863
43328.3611111111,1296.0064568256023,1105.2055387942012,1063.28687816705,893.5432101734008
43328.3645833334,1105.2055387942012,1092.6054634224495,1055.9193786963267,888.1555125753679
43328.3680555555,1092.6054634224495,1056.6052839656004,1048.3172826082064,873.1567553951146
43328.3715277778,1056.6052839656004,1085.4054231979505,1040.3603456750045,860.540666392155
43328.375,1085.4054231979505,1047.6052418020492,1032.4019853076913,855.3035914765771
43328.3784722222,1047.6052418020492,1071.0053542154499,1024.5538475424303,848.6568992157625
43328.3819444445,1071.0053542154499,1044.0052199999998,1016.8885979781403,844.9488158510084
43328.3854166666,1044.0052199999998,1024.2051150857012,1009.4862405698955,841.9349757723372
43328.3888888889,1024.2051150857012,936.0046918285988,1002.3549293253049,839.1483219670657
43328.3923611111,936.0046918285988,943.2047155171997,995.4882808731562,836.4892160412782
43328.3958333334,943.2047155171997,916.2045819052497,988.8772081043937,833.9340659322421
43328.3993055555,916.2045819052497,972.0048585515992,982.2885922238314,825.7858734530381
43328.4027777778,972.0048585515992,928.8046476209988,975.6814209977324,819.5891857939346
43328.40625,928.8046476209988,964.8048203790012,969.2266066156103,816.7016257141054
43328.4097222222,964.8048203790012,970.2048508189498,962.8261526399549,809.9082010742999
43328.4131944445,970.2048508189498,964.8048239999999,956.5444567995532,806.743380674132
43328.4166666666,964.8048239999999,957.6047826892011,950.4913893025321,804.6502056714837
43328.4201388889,957.6047826892011,878.4044026215993,944.601288264753,800.6668828646643
43328.4236111111,878.4044026215993,874.804374241399,938.9021213428598,798.6266025322376
43328.4270833334,874.804374241399,928.8046421895003,933.3475068480866,794.7995089586113
43328.4305555555,928.8046421895003,880.204401,927.6474429251596,785.2923884284971
43328.4340277778,880.204401,880.2043995515993,921.9194432311276,780.7952463532799
43328.4375,880.2043995515993,865.8043304484005,916.111354842303,777.1182781976854
43328.4409722222,865.8043304484005,837.0041859656003,910.5615441537545,776.3090304393926
43328.4444444445,837.0041859656003,910.8045539999999,905.345252276679,776.4285913971792
43328.4479166666,910.8045539999999,916.2045793102001,900.4028801494486,775.4014760212912
43328.4513888889,916.2045793102001,891.0044583795997,895.7226976227261,774.8276124247145
43328.4548611111,891.0044583795997,964.8048190513,891.2778250830631,773.8118386462404
43328.4583333334,964.8048190513,919.8046005087494,887.0461536134853,772.8104000320795
43328.4618055555,919.8046005087494,948.6047426982502,883.0167083457969,771.8543129951856
43328.4652777778,948.6047426982502,939.6047018020492,879.1797726868791,770.9437209384464
43328.46875,939.6047018020492,977.4048831979507,875.5261476009335,770.0766191432259
43328.4722222222,977.4048831979507,939.6046992673503,872.0470770850399,769.2509426069588
43328.4756944445,939.6046992673503,1029.6051479999999,868.7995292825335,770.0005744737545
43328.4791666666,1029.6051479999999,993.6049737935989,865.8535767222927,771.9866306056116
43328.4826388889,993.6049737935989,1080.005388412802,863.2832459308634,775.7135093877553
43328.4861111111,1080.005388412802,1126.8056308617995,860.9733610733696,776.2596206998595
43328.4895833334,1126.8056308617995,1074.6053747501505,858.797048785301,775.7458004761331
43328.4930555555,1074.6053747501505,1024.205120456849,856.5532683189618,771.2007194362392
43328.4965277778,1024.205120456849,1008.0050351116508,854.2196645265853,767.9243918213507
43328.5,1008.0050351116508,959.404801888349,852.0215657567109,769.2565929409639
43328.5034722222,959.404801888349,993.6049668533493,849.9113113348031,767.5488959947387
43328.5069444445,993.6049668533493,984.6049229999999,847.8704760649556,766.8886749012692
43328.5104166666,984.6049229999999,970.2048561900991,846.0774827866269,770.2293142638545
43328.5138888889,970.2048561900991,1047.6052276198016,844.521736239959,771.5565839579908
43328.5173611111,1047.6052276198016,1067.4053356722989,843.0823631664329,771.355921621062
43328.5208333334,1067.4053356722989,1105.2055247326496,841.7113901940363,770.9489900207875
43328.5243055555,1105.2055247326496,1065.6053283017498,840.3755270167325,769.8445775072403
43328.5277777778,1065.6053283017498,1074.6053717326497,839.1394097928033,770.7821538264335
43328.53125,1074.6053717326497,1062.0053112673502,837.9927784497604,770.6062137319415
43328.5347222222,1062.0053112673502,1056.60528318105,836.8116618268975,768.0918086279898
43328.5381944445,1056.60528318105,1063.805319,835.6247209908665,767.4417630909513
43328.5416666666,1063.805319,1011.605058,834.4041729339207,765.1664055776452
43328.5451388889,1011.605058,1011.605058,833.2445409068063,765.8682385857471
43328.5486111111,1011.605058,966.6048360175008,832.1631034407194,765.6745699368973
43328.5520833334,966.6048360175008,966.604833,831.0707860423097,763.9577970944534
43328.5555555555,966.604833,945.0047259052496,829.9922446908377,763.4946772706843
43328.5590277778,945.0047259052496,972.0048554737513,828.9581447329379,763.1833414370993
43328.5625,972.0048554737513,927.0046395262486,827.9699768450004,762.9005540586568
43328.5659722222,927.0046395262486,984.6049210687992,827.0260695292288,762.6320711103979
43328.5694444445,984.6049210687992,945.004725,826.1244814419098,762.3758077408037
43328.5729166666,945.004725,995.4049745860005,825.2633200654544,762.1310553564178
43328.5763888889,995.4049745860005,959.4048018279985,824.4407731619248,761.8972799301328
43328.5798611111,959.4048018279985,1011.6050544996988,823.6551093774713,761.6739872716156
43328.5833333334,1011.6050544996988,1017.0050848189496,822.9046752670919,761.4607071405723
43328.5868055555,1017.0050848189496,1009.8050488793003,822.1367113281065,760.095227817328
43328.5902777778,1009.8050488793003,1006.20502683585,821.3760915442741,759.7769549088454
43328.59375,1006.20502683585,964.8048281641497,820.640452114495,759.3992134615551
43328.5972222222,964.8048281641497,984.6049223361495,819.9342814371162,759.193644428833
43328.6006944445,984.6049223361495,916.204581,819.2671247792505,759.1799778553225
43328.6041666666,916.204581,963.0048189830993,818.6345110717206,759.026321250309
43328.6076388889,963.0048189830993,1022.405104033801,818.0786471955043,759.9531790051685
43328.6111111111,1022.405104033801,973.8048722588999,817.4900307541628,758.0223145816035
43328.6145833334,973.8048722588999,990.0049494568491,816.8874227891365,757.708935752193
43328.6180555555,990.0049494568491,977.4048868793004,816.309170668944,757.5460565365825
43328.6215277778,977.4048868793004,973.8048695431509,815.7244783491942,756.6731143770858
43328.625,973.8048695431509,979.204895456849,815.1124646375989,755.6357653013872
43328.6284722222,979.204895456849,1045.8052267670491,814.4748144613534,754.6688744468516
43328.6319444445,1045.8052267670491,1015.2050759999998,813.8338736705423,754.0857434260939
43328.6354166666,1015.2050759999998,1054.8052690513,813.2336476158948,754.2909843394342
43328.6388888889,1054.8052690513,981.0049148973981,812.6224693055127,753.1702958141918
43328.6423611111,981.0049148973981,990.0049493965001,811.9779262063312,752.0751232539243
43328.6458333334,990.0049493965001,885.6044315003011,811.3008921907843,750.9348469327466
43328.6493055555,885.6044315003011,885.6044295087494,810.591306123587,749.7779540212599
43328.6527777778,885.6044295087494,930.6046479306003,809.9018152443335,749.636107226686
43328.65625,930.6046479306003,880.2044060693995,809.2426672409329,749.4145339749329
43328.6597222222,880.2044060693995,882.0044099396491,808.6161272491307,749.3075926040377
43328.6631944445,882.0044099396491,887.4044369999999,808.0222543754246,749.2087291433205
43328.6666666666,887.4044369999999,930.6046504653009,807.4593856452466,749.1150875811207
43328.6701388889,930.6046504653009,892.8044690693995,806.9259035797913,749.0263363849203
43328.6736111111,892.8044690693995,835.2041798623998,806.4691148459066,749.9148218942662
43328.6770833334,835.2041798623998,833.4041670603507,806.0494100256093,749.8000549837586
43328.6805555555,833.4041670603507,847.8042409312008,805.6684199199684,750.0717434082466
43328.6840277778,847.8042409312008,905.4045215684998,805.3222531091327,750.1751080678329
43328.6875,905.4045215684998,851.4042624315002,805.0026113935214,750.2022715836594
43328.6909722222,851.4042624315002,858.6042927586008,804.7007520259149,750.1484626210681
43328.6944444445,858.6042927586008,876.6043829999999,804.4457556971767,750.7531073738146
43328.6979166666,876.6043829999999,916.2045772582997,804.2159374480411,750.7366196782283
43328.7013888889,916.2045772582997,860.4043094833987,803.9981689723063,750.6944321740767
43328.7048611111,860.4043094833987,894.6044707067002,803.7913148250142,750.6531635950672
43328.7083333334,894.6044707067002,925.2046249740507,803.60580839961,750.8624508124785
43328.7118055555,925.2046249740507,936.0046783102,803.4277786042833,750.7021001470304
43328.7152777778,936.0046783102,885.6044256463496,803.2715548736335,751.0087237139209
43328.71875,885.6044256463496,862.2043133536503,803.0982671126318,750.3399732201653
43328.7222222222,862.2043133536503,919.804597068799,802.9218196071961,750.2781847284461
43328.7256944445,919.804597068799,957.604788,802.81705286951,751.600408741502
43328.7291666666,957.604788,847.8042416554002,802.8820043933732,754.8268203773979
43328.7326388889,847.8042416554002,887.4044316892011,803.1456610826414,758.2045150023278
43328.7361111111,887.4044316892011,898.2044902758005,803.4898605415663,758.8157480405195
43328.7395833334,898.2044902758005,896.4044820603507,803.838864692868,759.1404548403727
43328.7430555555,896.4044820603507,939.6046971550991,804.1960852607122,759.7156928940581
43328.7465277778,939.6046971550991,914.4045794230499,804.5961727392136,761.0576653306647
43328.75,914.4045794230499,988.20493357695,805.015636165919,761.4229158737043
43328.7534722222,988.20493357695,963.0048158449008,805.4246461877044,761.6094695832221
43328.7569444445,963.0048158449008,986.4049319999999,805.9435375774789,764.9459435551344
43328.7604166666,986.4049319999999,970.2048538967994,806.5448592934841,765.9113746111999
43328.7638888889,970.2048538967994,1013.4050612064009,807.2107720272398,768.0256227373113
43328.7673611111,1013.4050612064009,988.2049426898,807.8664025261223,767.5056429677405
43328.7708333334,988.2049426898,1056.6052807067003,808.4693520066243,767.5015429141507
43328.7743055555,1056.6052807067003,1094.4054704308996,809.027244927949,767.2940950346904
43328.7777777778,1094.4054704308996,1047.605245423048,809.5506016688985,767.4160221688664
43328.78125,1047.605245423048,1121.4055995769518,810.0518305324218,767.6067511264564
43328.7847222222,1121.4055995769518,1146.605732155099,810.5342666729963,767.8072547922616
43328.7881944445,1146.605732155099,1035.0051749999998,810.9991638575472,768.0043235083893
43328.7916666666,1035.0051749999998,1130.4056529656004,811.4472848125242,768.195157497114
43328.7951388889,1130.4056529656004,1144.8057220688008,811.8865186734969,768.9503642633787
43328.7986111111,1144.8057220688008,1121.4056085691002,812.4879441908662,773.6621622322915
43328.8020833334,1121.4056085691002,1125.0056248793003,813.2284901234813,775.4125288554392
43328.8055555555,1125.0056248793003,1193.4059667586007,813.9766412987215,775.6855627617416
43328.8090277778,1193.4059667586007,1186.2059282842506,814.6978312226933,775.9979833977164
43328.8125,1186.2059282842506,1159.205798715749,815.4994008830016,779.2519323204172
43328.8159722222,1159.205798715749,1263.6063144996988,816.3836290587941,780.7087490983528
43328.8194444445,1263.6063144996988,1258.206291,817.298265295695,782.0723763999204
43328.8229166666,1258.206291,1288.8064281883014,818.2635809743995,784.1454634610625
43328.8263888889,1288.8064281883014,1053.005296623395,819.2623342254354,785.2905778839755
43328.8298611111,1053.005296623395,1027.8051406897998,820.2157141193547,784.9546428355511
43328.8333333334,1027.8051406897998,1027.8051389999998,821.1115236366519,785.1693419759796
43328.8368055555,1027.8051389999998,1171.8058623192508,822.1708634827265,791.3340320212665
43328.8402777778,1171.8058623192508,1270.8063509221502,823.5016794508482,796.5567872172484
43328.84375,1270.8063509221502,1240.2062040778496,825.0866599229211,802.4553203633209
43328.8472222222,1240.2062040778496,1260.0062993361494,826.939216751579,808.6944344393662
43328.8506944445,1260.0062993361494,1222.206111,829.1027374274265,816.4933387522326
43328.8541666666,1222.206111,1303.2065137067002,831.5459070266703,822.6423213450565
43328.8576388889,1303.2065137067002,1269.006349586599,834.1565720080707,827.1968519871414
43328.8611111111,1269.006349586599,1191.605963190101,836.703959675437,826.3469478138907
43328.8645833334,1191.605963190101,1144.8057255691003,839.0976988162627,826.9565691693197
43328.8680555555,1144.8057255691003,1278.0063895171995,841.2606687695286,823.9149815364314
43328.8715277778,1278.0063895171995,1263.606300076052,843.1946232968656,823.2747499567105
43328.875,1263.606300076052,1085.4054449239477,845.0123907151269,823.7384070270527
43328.8784722222,1085.4054449239477,995.4049800175007,846.9071302852924,826.1861926532887
43328.8819444445,995.4049800175007,941.4047069999999,848.9436995213289,832.2239557673803
43328.8854166666,941.4047069999999,959.4047945860007,851.7245341310121,835.1440927323802
43328.8888888889,959.4047945860007,923.4046218279984,854.8128538377117,835.1401878388657
43328.8923611111,923.4046218279984,973.8048656204003,857.9006720800979,835.1382152883193
43328.8958333334,973.8048656204003,950.4047527845499,860.9879905676587,835.1381732589255
43328.8993055555,950.4047527845499,952.2047594308996,864.0748109353059,835.1400599313363
43328.9027777778,952.2047594308996,905.4045340609492,867.1611349199592,835.1438734886787
43328.90625,905.4045340609492,975.6048709390506,870.2469642431188,835.1496121165758
43328.9097222222,975.6048709390506,950.4047528449008,873.3322319954558,835.1579258316174
43328.9131944445,950.4047528449008,905.404527,876.4159615489203,835.178107092545
43328.9166666666,905.404527,905.4045303795996,879.4991162969752,835.2010163052809
43328.9201388889,905.4045303795996,955.8047722408005,882.5793297666022,835.2491487438168
43328.9236111111,955.8047722408005,901.8045126210006,885.6588179337923,835.3014644989444
43328.9270833334,901.8045126210006,891.0044553621007,888.73473399443,835.385022575438
43328.9305555555,891.0044553621007,885.6044278793003,891.8097695847881,835.4742637407279
43328.9340277778,885.6044278793003,882.0044125346988,894.8839276158518,835.5691746125871
43328.9375,882.0044125346988,907.2045334653011,897.9572107435837,835.6697418436225
43328.9409722222,907.2045334653011,905.4045270603507,901.0296217850041,835.7759521191456
43328.9444444445,905.4045270603507,837.0041849999999,904.1011634807819,835.8877921571857
43328.9479166666,837.0041849999999,864.0043181895005,907.1718385548211,836.0052487083328
43328.9513888889,864.0043181895005,891.0044513789993,910.2416497144426,836.1283085556406
43328.9548611111,891.0044513789993,907.2045349136997,913.3105996505632,836.2569585145285
43328.9583333334,907.2045349136997,941.4047058533494,916.3786909183586,836.3911854325673
43328.9618055555,941.4047058533494,876.6043834828001,919.4459264155208,836.5309761896123
43328.9652777778,876.6043834828001,891.0044571726,922.5123086054291,836.6763176976491
43328.96875,891.0044571726,912.6045608274,925.5778402347795,836.8271969005821
43328.9722222222,912.6045608274,885.6044289052497,928.6183633671948,803.2562419116285
43328.9756944445,885.6044289052497,862.204311,931.6398891134558,784.4424383015333
43328.9791666666,862.204311,898.2044902758005,934.650609731493,773.001278200265
43328.9826388889,898.2044902758005,887.4044384484005,937.6579984357923,765.7694606139474
43328.9861111111,887.4044384484005,856.8042860519004,940.6559067985037,759.3211717329062
43328.9895833334,856.8042860519004,892.8044627930003,943.6432088168478,755.9938248852135
43328.9930555555,892.8044627930003,887.4044382673502,946.6283413220615,754.4182877409878
43328.9965277778,887.4044382673502,925.2046252758006,949.611493391919,753.0155357404655
43329,925.2046252758006,918.0045907241994,952.592700161794,751.7672065234397
43329.0034722222,918.0045907241994,900.0045006034998,955.5719929501571,750.6568888695218
43329.0069444445,900.0045006034998,851.404257,958.5494002339133,749.6699153384272
43329.0104166666,851.404257,856.8042878623997,961.5249475590613,748.7931769845139
43329.0138888889,856.8042878623997,914.4045642752001,964.5209320175472,748.3960543333893
43329.0173611111,914.4045642752001,903.6045187241995,967.5229777521448,748.1589458774458
43329.0208333334,903.6045187241995,873.0043660259493,970.5313111636161,748.0663607779394
43329.0243055555,873.0043660259493,874.8043744224494,973.5384352915482,747.9839662201181
43329.0277777778,874.8043744224494,887.4044366378993,976.5459176129137,747.9359295604329
43329.03125,887.4044366378993,883.8044193621005,979.5601407316298,748.0195125432363
43329.0347222222,883.8044193621005,919.8045977930002,982.5797237591539,748.2066679453549
43329.0381944445,919.8045977930002,871.204356,985.6032221141475,748.4723105143619
43329.0416666666,871.204356,907.2045339480994,988.6274834191689,748.7653100966677
43329.0451388889,907.2045339480994,876.6043871037991,991.6567111700208,749.1357648325177
43329.0486111111,876.6043871037991,941.4047026547998,994.6851782637503,749.5985758706839
43329.0520833334,941.4047026547998,855.0042778967994,997.708597839232,749.6051743848121
43329.0555555555,855.0042778967994,919.8045988793003,1000.7225428710987,749.7850869700907
43329.0590277778,919.8045988793003,916.204581,1003.735538539152,749.9659734028207
43329.0625,916.204581,916.204581,1006.7387601642531,749.8967346408888
43329.0659722222,916.204581,865.8043306897997,1009.7319860659247,749.7906451571948
43329.0694444445,865.8043306897997,876.6043829999999,1012.7240190378922,749.6953893089708
43329.0729166666,876.6043829999999,896.4044832069995,1015.7148049585807,749.0426775637417
43329.0763888889,896.4044832069995,914.4045695860008,1018.7042649593674,748.1457354189833
43329.0798611111,914.4045695860008,901.8045098449007,1021.6923764066655,747.2493369008661
43329.0833333334,901.8045098449007,865.8043302069996,1024.6847820930627,746.4165025467772
43329.0868055555,865.8043302069996,860.4043035087493,1027.6854500364605,746.0523183325963
43329.0902777778,860.4043035087493,905.4045235600496,1030.6946610960927,746.0783967458002
43329.09375,905.4045235600496,871.2043594399503,1033.7068522266889,746.2523746390727
43329.0972222222,871.2043594399503,914.4045705515994,1036.7083789834762,746.0617704884796
43329.1006944445,914.4045705515994,876.6043829999999,1039.70889943225,745.8928770315844
43329.1041666666,876.6043829999999,856.8042860519004,1042.6984162846416,745.5593397939232
43329.1076388889,856.8042860519004,887.4044328962009,1045.6868232869172,745.4233378683072
43329.1111111111,887.4044328962009,837.0041883795997,1048.6741579196419,745.4513473219761
43329.1145833334,837.0041883795997,880.2043995515993,1051.660446132314,745.5629366448487
43329.1180555555,880.2043995515993,936.0046781291497,1054.6477985590577,745.9316565399483
43329.1215277778,936.0046781291497,880.2044084230499,1057.6425805148815,746.4469418759547
43329.125,880.2044084230499,954.0047625769519,1060.647085377391,747.0394753193804
43329.1284722222,954.0047625769519,928.8046448449008,1063.6561806492557,747.6379326881313
43329.1319444445,928.8046448449008,905.404527,1066.6645798337,748.2408854473822
43329.1354166666,905.404527,925.2046255171997,1069.67228484883,748.8483230135383
43329.1388888889,925.2046255171997,918.0045909656004,1072.6792975411645,749.4602348283875
43329.1423611111,918.0045909656004,874.8043768968013,1075.685619872017,750.0766103590931
43329.1458333334,874.8043768968013,905.4045259740506,1078.6912537934595,750.6974390982404
43329.1493055555,905.4045259740506,923.4046169999999,1081.696201061788,751.322710563589
43329.1527777778,923.4046169999999,923.4046171810502,1084.700463486095,751.9524142978848
43329.15625,923.4046171810502,925.2046258189497,1087.704043115697,752.586539869089
43329.1597222222,925.2046258189497,925.204626,1090.706941803998,753.2250768703661
43329.1631944445,925.204626,889.204446,1093.7091612707657,753.8680149197195
43329.1666666666,889.204446,907.2045362413991,1096.7107033515179,754.5153436599228
43329.1701388889,907.2045362413991,910.8045535171997,1099.7115699979738,755.1670527586904
43329.1736111111,910.8045535171997,892.8044652069997,1102.7117629032755,755.8231319084898
43329.1770833334,892.8044652069997,952.2047590084501,1105.711283939377,756.4835708264148
43329.1805555555,952.2047590084501,954.0047692154499,1108.710134907171,757.1483592542384
43329.1840277778,954.0047692154499,930.6046506463496,1111.708317599053,757.817486958284
43329.1875,930.6046506463496,907.2045383536504,1114.7058337363192,758.4909437293014
43329.1909722222,907.2045383536504,880.2044019052496,1117.702685219922,759.1687193825185
43329.1944444445,880.2044019052496,970.2048509999998,1120.6988736917583,759.8508037575156
43329.1979166666,970.2048509999998,905.404530017499,1123.694400973623,760.5371867180996
43329.2013888889,905.404530017499,950.4047459649998,1126.689268879223,761.2278581524184
43329.2048611111,950.4047459649998,957.6047875171997,1129.6834790257906,761.9228079727153
43329.2083333334,957.6047875171997,981.0049042154499,1132.6770332109218,762.622026115264
43329.2118055555,981.0049042154499,991.8049594224493,1135.6699331614418,763.3255025404246
43329.2152777778,991.8049594224493,1004.405017292701,1138.662180596271,764.0332272325172
43329.21875,1004.405017292701,957.6047927072989,1141.653777163511,764.7451901996991
43329.2222222222,957.6047927072989,975.6048773965001,1144.6447245663774,765.4613814739006
43329.2256944445,975.6048773965001,1004.4050219999999,1147.6350245634796,766.1817911108801
43329.2291666666,1004.4050219999999,927.0046405521998,1150.6246787795926,766.9064091901024
43329.2326388889,927.0046405521998,1009.8050378956021,1153.6136890213363,767.6352258147322
43329.2361111111,1009.8050378956021,963.0048181382003,1156.602056835126,768.3682311115145
43329.2395833334,963.0048181382003,1004.4050206119501,1159.5897839494426,769.1054152306498
43329.2430555555,1004.4050206119501,977.4048869999999,1162.576872022151,769.846768345851
43329.2465277778,977.4048869999999,977.4048877241994,1165.5633227037479,770.5922806542229
43329.25,977.4048877241994,984.6049222758005,1168.5491376374155,771.3419423761987
43329.2534722222,984.6049222758005,990.0049498189497,1171.53431845908,772.0957437554773
43329.2569444445,990.0049498189497,977.4048869999999,1174.5188669241525,772.853675059084
43329.2604166666,977.4048869999999,959.4047976034997,1177.502784654118,773.6157265773074
43329.2638888889,959.4047976034997,968.4048407930003,1180.4860732633636,774.3818886235182
43329.2673611111,968.4048407930003,964.8048242413992,1183.4687342328746,775.1521515339873
43329.2708333334,964.8048242413992,964.8048239999999,1186.4507692263228,775.9265056678853
43329.2743055555,964.8048239999999,970.2048540778497,1189.4321797739974,776.7049414072827
43329.2777777778,970.2048540778497,1062.005327018698,1192.4129673992363,777.4874491569692
43329.28125,1062.005327018698,1231.2061389813018,1195.393133745092,778.2740193445139
43329.2847222222,1231.2061389813018,1497.6074790681985,1198.3726804478947,779.0646424203264
43329.2881944445,1497.6074790681985,1450.807254,1201.3516090105793,779.859308857476
43329.2916666666,1450.807254,1479.6073952238999,1204.3299209293327,780.6580091515112
